01 -88 -79 -67 -110 -110 -58 -110 -110 -110 -71 -110 -110 -110 -71 -110 -81 -90 -72 -110 -110 -110 -91 -110 -76 -110 -60 -110 -84 -110 -83 
01 -91 -79 -66 -110 -110 -57 -110 -110 -110 -68 -110 -110 -110 -70 -110 -82 -90 -72 -110 -110 -110 -90 -110 -75 -110 -58 -110 -86 -110 -83 
01 -91 -79 -66 -110 -110 -55 -110 -110 -75 -68 -110 -110 -110 -70 -110 -83 -90 -71 -110 -110 -110 -90 -110 -73 -110 -60 -110 -86 -110 -83 
01 -89 -83 -76 -110 -110 -64 -110 -110 -76 -66 -110 -110 -110 -70 -110 -89 -92 -73 -90 -110 -110 -91 -110 -69 -110 -70 -110 -81 -110 -88 
01 -89 -83 -76 -110 -110 -66 -110 -110 -76 -66 -110 -110 -110 -70 -110 -89 -92 -73 -90 -110 -110 -91 -110 -68 -110 -69 -110 -81 -110 -85 
01 -91 -81 -77 -110 -110 -65 -110 -110 -74 -66 -110 -110 -110 -69 -110 -89 -93 -73 -86 -110 -110 -91 -110 -68 -110 -67 -110 -81 -110 -85 
01 -110 -83 -76 -110 -110 -61 -110 -110 -73 -63 -110 -110 -110 -66 -110 -89 -92 -71 -110 -110 -110 -91 -110 -110 -68 -63 -110 -88 -110 -79 
01 -110 -83 -76 -110 -110 -61 -110 -110 -73 -63 -110 -110 -110 -66 -110 -89 -92 -71 -110 -110 -110 -91 -110 -110 -68 -63 -110 -87 -110 -81 
01 -89 -83 -76 -110 -110 -61 -110 -110 -73 -63 -110 -110 -110 -67 -110 -89 -92 -71 -110 -110 -110 -91 -110 -110 -68 -64 -110 -87 -110 -81 
01 -89 -82 -77 -110 -110 -61 -110 -110 -73 -62 -110 -110 -110 -67 -110 -89 -92 -71 -110 -110 -110 -91 -110 -110 -68 -64 -110 -84 -110 -82 
01 -89 -82 -78 -110 -110 -61 -110 -110 -73 -63 -110 -110 -110 -67 -110 -89 -92 -73 -110 -110 -110 -91 -110 -110 -67 -66 -110 -82 -110 -82 
02 -89 -84 -73 -110 -110 -58 -110 -110 -74 -65 -110 -110 -110 -68 -110 -85 -86 -69 -91 -110 -110 -91 -110 -110 -110 -64 -110 -88 -110 -82 
02 -89 -84 -70 -110 -110 -59 -110 -110 -75 -65 -110 -110 -110 -70 -110 -85 -87 -70 -91 -110 -110 -91 -110 -110 -110 -64 -110 -86 -110 -83 
02 -89 -85 -70 -110 -110 -61 -110 -110 -75 -64 -110 -110 -110 -71 -110 -85 -87 -70 -91 -110 -110 -91 -110 -71 -110 -64 -110 -86 -110 -83 
02 -89 -85 -71 -110 -110 -63 -110 -110 -74 -63 -110 -110 -110 -71 -110 -89 -89 -69 -91 -110 -110 -89 -110 -71 -110 -64 -110 -84 -110 -83 
02 -91 -85 -71 -110 -110 -65 -110 -110 -74 -62 -110 -110 -110 -71 -110 -89 -89 -69 -91 -110 -110 -89 -110 -69 -110 -66 -110 -84 -110 -85 
02 -92 -85 -72 -110 -110 -66 -110 -110 -74 -63 -110 -110 -110 -70 -110 -90 -90 -72 -110 -110 -110 -89 -110 -75 -110 -67 -110 -84 -110 -85 
02 -92 -85 -72 -110 -110 -66 -110 -110 -74 -64 -110 -110 -110 -70 -110 -90 -90 -72 -110 -110 -110 -89 -110 -75 -110 -68 -110 -84 -110 -85 
02 -92 -85 -71 -110 -110 -66 -110 -110 -73 -64 -110 -110 -110 -70 -110 -92 -90 -72 -110 -110 -110 -88 -110 -75 -110 -67 -110 -84 -110 -85 
02 -92 -85 -71 -110 -110 -66 -110 -110 -73 -64 -110 -110 -110 -68 -110 -92 -90 -72 -110 -110 -110 -88 -110 -77 -110 -67 -110 -84 -110 -85 
02 -92 -86 -72 -110 -110 -64 -110 -110 -71 -64 -110 -110 -110 -68 -110 -92 -91 -72 -110 -110 -110 -88 -110 -77 -110 -67 -110 -81 -110 -85 
02 -92 -81 -83 -110 -110 -67 -110 -110 -67 -68 -110 -110 -110 -68 -110 -86 -94 -110 -110 -110 -110 -92 -110 -73 -110 -69 -110 -81 -110 -88 
02 -92 -80 -83 -110 -110 -65 -110 -110 -68 -68 -110 -110 -110 -68 -110 -86 -94 -110 -110 -110 -110 -92 -110 -73 -110 -69 -110 -81 -110 -88 
02 -92 -81 -80 -110 -110 -65 -110 -110 -68 -68 -110 -110 -110 -68 -110 -86 -94 -110 -110 -110 -110 -92 -110 -74 -110 -69 -110 -77 -110 -88 
