0.000000,-64.007506,42.586284,31.648365,0.309,-0.321,-9.775,-176.391600,79.193120,413.986210,881.885000,0.000000
0.050000,-17.185196,40.126094,30.911107,1.482,1.182,-8.915,-202.194199,92.987062,402.587876,881.884804,0.000000
0.100000,17.700027,9.679775,-2.932725,-0.379,0.063,-10.124,-190.206800,95.240798,388.024031,881.875000,0.000000
0.150000,15.866671,2.150970,-5.382075,2.063,1.255,-8.715,-175.480689,106.569677,368.777872,881.865196,0.000000
0.200000,-16.044445,50.386835,16.042468,2.020,0.961,-7.503,-192.485470,96.988430,382.804146,881.874800,0.000000
0.250000,10.286867,38.844343,7.261535,2.216,1.147,-9.076,-198.482911,99.532778,376.337162,881.875000,0.000000
0.300000,36.558313,-44.885958,-19.358933,0.961,1.065,-10.603,-209.763521,97.246397,382.066970,881.875000,0.000000
0.350000,2.667873,-56.646687,-19.467409,0.925,0.285,-11.757,-220.942779,86.818915,394.868140,881.865400,0.000000
0.400000,30.621768,-37.815075,-26.342385,0.758,0.328,-10.161,-205.261821,89.266364,394.243166,881.865000,0.000000
0.450000,33.344102,-48.679175,-24.396780,0.905,-0.442,-9.779,-201.775035,89.960439,397.584814,881.855600,0.000000
0.500000,16.033782,-23.442553,-7.283754,0.636,-0.126,-10.024,-199.332884,91.115109,402.300413,881.855000,0.000000
0.550000,9.741536,-15.082018,1.670897,0.980,0.262,-9.923,-199.761959,90.627135,409.357914,881.855000,0.000000
0.600000,-1.939326,11.897569,6.091862,0.742,0.011,-9.385,-193.709712,92.799174,414.219591,881.855000,0.000000
0.650000,-24.201592,16.488588,12.733064,0.616,0.373,-9.395,-188.769534,92.987060,419.566038,881.873400,0.000000
0.700000,-1.831475,-0.303854,3.322374,1.070,0.366,-8.891,-183.977051,94.096065,424.967651,881.865980,0.000000
0.750000,1.051454,2.996545,0.139032,0.426,-0.265,-9.630,-178.184949,97.440541,424.849267,881.865000,0.000000
0.800000,1.630419,1.746452,1.525775,0.954,-0.014,-9.860,-172.186257,105.896022,417.236296,881.865000,0.000000
0.850000,8.511498,6.022021,-0.245542,0.891,-0.007,-9.720,-167.882580,111.023849,412.681126,881.865000,0.000000
0.900000,22.423319,14.362146,3.685630,1.119,-0.453,-8.762,-167.926029,116.878065,408.493032,881.865000,0.000000
0.950000,25.152702,13.985388,-3.816093,1.009,-0.890,-9.542,-167.999270,120.755013,404.296858,881.856200,0.000000
1.000000,27.819839,-7.259389,-4.853446,1.069,-0.830,-10.070,-166.959273,129.992323,398.093124,881.863627,0.000000
1.050000,23.460881,-15.135250,-8.751103,0.915,-0.873,-10.216,-164.155919,138.758138,391.923869,881.865000,0.000000
1.100000,12.788833,-5.900082,-6.440035,0.902,-0.837,-9.298,-159.654194,148.592806,381.355711,881.865000,0.000000
1.150000,3.809117,1.908783,-3.256425,1.174,-0.688,-9.744,-156.963868,156.568048,375.751568,881.873400,0.000000
1.200000,0.144383,-0.293716,-2.507652,0.834,-0.945,-10.154,-158.610840,159.303587,376.499637,881.875000,0.000000
1.250000,4.830132,-1.989002,-2.852392,0.940,-0.527,-10.125,-162.942338,160.081754,375.315044,881.875000,0.000000
1.300000,-25.117795,-2.994570,-1.451719,0.911,-0.143,-9.896,-161.823422,158.710327,374.499513,881.883200,0.000000
1.350000,-17.673010,-14.685086,7.518452,0.701,-0.511,-10.256,-160.904236,160.363161,376.854555,881.876800,0.000000
1.400000,-10.386493,-10.577414,11.182440,0.771,0.194,-9.692,-158.427021,157.957807,377.395630,881.866800,0.000000
1.450000,-13.873472,0.890663,9.331517,0.406,-0.545,-9.815,-157.307620,155.237195,380.321507,881.881400,0.000000
1.500000,-7.878453,-1.119651,12.129791,0.330,-0.286,-9.745,-157.196040,151.844776,385.914022,881.876800,0.000000
1.550000,-4.116701,-1.734785,8.251865,0.271,-0.496,-9.657,-158.171996,149.222409,388.957828,881.875000,0.000000
1.600000,-2.784149,-0.228425,4.006151,0.413,-0.359,-10.038,-156.966569,148.788450,388.450618,881.875000,0.000000
1.650000,-3.999688,2.068020,-1.287651,0.477,-0.431,-9.897,-156.130620,146.956494,390.952623,881.875000,0.000000
1.700000,-1.998525,2.655983,-1.821026,0.610,-0.338,-9.687,-153.671264,146.854327,391.326597,881.875000,0.000000
1.750000,1.021057,5.274126,-2.828692,0.624,-0.128,-9.657,-149.779364,147.909730,387.980734,881.867400,0.000000
1.800000,-0.223950,7.661550,-0.930592,0.697,-0.157,-9.534,-148.788450,149.109495,386.077268,881.857400,0.000000
1.850000,2.889758,5.272999,-0.856708,0.729,-0.314,-9.379,-149.704592,149.398800,386.251834,881.855000,0.000000
1.900000,2.487908,2.458953,-0.351178,0.789,-0.124,-9.649,-149.993900,151.627193,384.601966,881.855000,0.000000
1.950000,3.449438,-0.578669,-1.632076,0.814,-0.262,-9.653,-149.101863,154.162304,383.106685,881.855000,0.000000
2.000000,7.808687,-4.439797,-1.446907,0.673,-0.250,-9.583,-147.924984,156.534234,383.228973,881.855000,0.000000
2.050000,7.928982,-4.247595,-1.468275,0.505,-0.633,-10.018,-145.476393,162.279931,381.701290,881.847857,0.000000
2.100000,13.711333,-10.068275,-1.598406,0.734,-0.297,-10.215,-145.878389,167.395468,380.560734,881.845000,0.000000
2.150000,10.379702,-6.276166,-3.299385,0.738,-0.323,-9.893,-147.243728,169.014424,379.966286,881.845000,0.000000
2.200000,5.818557,0.190957,-3.941274,0.862,-0.495,-9.120,-149.242335,171.660788,380.199657,881.845000,0.000000
2.250000,-3.443810,4.359943,-5.425771,0.494,-0.935,-9.894,-148.744541,170.715321,381.222788,881.845000,0.000000
2.300000,0.677987,-4.478072,-6.943398,0.678,-0.651,-9.688,-149.020624,168.564140,383.235862,881.845000,0.000000
2.350000,0.141723,-3.600131,-6.126938,0.760,-0.462,-9.640,-151.027831,166.774901,385.626837,881.831400,0.000000
2.400000,-8.000656,-6.353453,1.401178,0.613,-0.206,-9.973,-153.423463,165.783691,388.847054,881.831667,0.000000
2.450000,-7.695785,-6.101136,-6.505053,0.421,-0.269,-9.892,-154.190060,164.388019,389.999390,881.828400,0.000000
2.500000,-5.762376,1.123446,-8.810837,0.654,-0.098,-9.982,-154.190060,163.395080,391.187747,881.825000,0.000000
2.550000,-13.461668,16.026038,-10.683159,0.834,-0.095,-9.557,-155.771179,162.397151,394.962168,881.831471,0.000000
2.600000,-10.317190,19.646906,-9.601608,0.961,-0.025,-9.564,-156.585690,159.272137,397.371181,881.835000,0.000000
2.650000,-8.733454,10.605343,-6.294438,1.041,-0.264,-9.860,-156.585690,160.867313,395.872803,881.835000,0.000000
2.700000,1.417437,2.764255,-5.305129,1.388,-0.131,-9.771,-156.968656,161.841297,394.034293,881.835000,0.000000
2.750000,-5.807574,10.145675,-7.410522,1.709,-0.318,-9.604,-156.448663,162.139593,392.099911,881.835000,0.000000
2.800000,-5.367691,17.674576,-5.378418,2.247,-0.450,-9.416,-156.737974,161.481323,388.956906,881.852647,0.000000
2.850000,10.566936,10.607656,-5.602241,2.513,-0.078,-8.658,-158.978981,159.723717,386.160331,881.865000,0.000000
2.900000,1.020901,4.323567,1.140768,2.156,0.294,-8.899,-161.965830,157.569718,384.127238,881.871000,0.000000
2.950000,-4.602791,-8.440916,6.121843,2.276,0.064,-9.097,-165.033155,155.118971,380.823240,881.875000,0.000000
3.000000,-9.750181,-7.413051,9.787153,2.200,-0.387,-8.668,-167.293178,154.922786,378.825172,881.875000,0.000000
3.050000,-5.262303,-5.953111,11.449963,1.765,-0.787,-9.661,-167.261239,154.293138,379.323845,881.869038,0.000000
3.100000,8.108667,-21.437844,-1.084689,2.074,-0.268,-9.939,-165.035605,154.648116,378.390042,881.859314,0.000000
3.150000,12.038034,-22.864054,-6.108774,2.441,-0.065,-10.113,-164.462893,155.395510,377.395630,881.860600,0.000000
3.200000,9.583165,-13.169072,-6.532661,2.237,0.005,-10.171,-162.643427,156.737067,376.387324,881.870490,0.000000
3.250000,-3.804150,-3.437164,1.295912,1.672,-0.095,-10.451,-159.146775,158.452951,375.268373,881.864200,0.000000
3.300000,-12.920001,12.403741,5.820321,1.630,-0.379,-10.530,-156.497499,158.666991,376.293641,881.855000,0.000000
3.350000,-7.812053,15.042783,1.519186,1.371,-0.220,-10.432,-155.395510,156.120292,378.367924,881.855000,0.000000
3.400000,-10.855747,14.186358,-2.826203,1.397,0.367,-10.343,-153.804107,152.283609,378.873043,881.849706,0.000000
3.450000,-11.823934,-4.855734,-2.047317,1.099,0.704,-10.083,-151.434138,149.002072,377.630428,881.850200,0.000000
3.500000,-8.683056,-13.731101,2.140741,-0.023,0.953,-9.768,-150.588990,145.691807,377.738512,881.855000,0.000000
3.550000,-10.790543,-17.242059,5.877600,-0.430,0.912,-8.828,-146.310526,142.161341,377.979053,881.860000,0.000000
3.600000,3.361352,11.229405,-1.066024,-0.084,0.712,-8.223,-142.494206,137.695305,378.890996,881.860098,0.000000
3.650000,4.835927,3.562237,7.697809,0.492,0.300,-8.613,-139.560468,133.520987,381.268970,881.850200,0.000000
3.700000,6.768807,-4.073551,8.403145,0.935,0.104,-8.773,-133.892807,132.281500,380.458366,881.845000,0.000000
3.750000,0.774461,-7.351255,4.723114,1.214,1.011,-8.853,-125.629255,135.477305,376.286008,881.845000,0.000000
3.800000,-1.633806,-3.933248,-2.729082,1.287,1.131,-9.358,-115.435428,139.442894,373.227289,881.849706,0.000000
3.850000,-0.631609,-5.261660,0.373200,1.493,0.831,-9.806,-109.302126,140.396120,371.743955,881.855000,0.000000
3.900000,-0.064724,3.078728,-4.034698,1.920,0.933,-9.866,-104.289334,140.956205,369.661214,881.850400,0.000000
3.950000,5.638934,11.530205,-5.771862,1.627,0.267,-10.271,-100.799560,142.140806,368.119199,881.854020,0.000000
4.000000,7.541767,12.987112,-4.963056,1.345,-0.371,-10.589,-98.363534,143.872135,365.361824,881.860686,0.000000
4.050000,8.927912,10.336589,-11.400183,1.139,-0.399,-10.137,-94.357955,146.484081,361.099539,881.859200,0.000000
4.100000,2.884718,7.736928,-16.775582,-0.005,-0.330,-10.672,-91.224667,148.699645,359.640198,881.865000,0.000000
4.150000,1.435260,-12.112721,-16.639983,-0.305,-0.315,-10.231,-88.540951,149.142452,359.985350,881.865000,0.000000
4.200000,0.513776,-3.554632,-19.660428,-0.237,-0.591,-9.107,-87.699441,149.284813,359.985350,881.865000,0.000000
