"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.056797009E2,3.053754683E1,1.143563674E2,2.223073772E1,6.123805988E-1,1.890019686E2,1.422521906E1,1.010267172E1
2.066796726E2,3.053753328E1,1.143563670E2,2.233488836E1,8.915645923E-1,1.861416988E2,1.422525560E1,1.010262027E1
2.076796461E2,3.053752771E1,1.143563677E2,2.214531921E1,7.403092829E-1,1.832174748E2,1.422477001E1,1.010330399E1
2.086796192E2,3.053752139E1,1.143563656E2,2.242816086E1,5.835441452E-1,1.862228197E2,1.422512803E1,1.010279990E1
2.096795918E2,3.053750955E1,1.143563618E2,2.258063842E1,7.882243760E-1,1.892383918E2,1.422481186E1,1.010324506E1
2.106795653E2,3.053750172E1,1.143563569E2,2.262096497E1,7.939901166E-1,1.935337156E2,1.422528796E1,1.010257471E1
2.116795386E2,3.053749322E1,1.143563550E2,2.266818179E1,8.568203711E-1,1.916227204E2,1.422557580E1,1.010216939E1
2.126795118E2,3.053748583E1,1.143563535E2,2.263319587E1,7.898655894E-1,1.927619994E2,1.422543092E1,1.010237341E1
2.136794847E2,3.053748040E1,1.143563523E2,2.298992878E1,6.064585642E-1,1.929189223E2,1.422587397E1,1.010174951E1
2.146794574E2,3.053747185E1,1.143563504E2,2.314485726E1,6.844968320E-1,1.934273930E2,1.422586341E1,1.010176438E1
2.156794314E2,3.053746256E1,1.143563448E2,2.306194181E1,8.529019289E-1,1.965045230E2,1.422700415E1,1.010015774E1
2.166794044E2,3.053745666E1,1.143563435E2,2.255390230E1,7.701807943E-1,1.945208362E2,1.422779315E1,1.009904627E1
2.176793782E2,3.053744991E1,1.143563409E2,2.238166164E1,7.954794627E-1,1.952733001E2,1.422855826E1,1.009796826E1
2.186793512E2,3.053744295E1,1.143563371E2,2.227246684E1,7.881358573E-1,1.981021314E2,1.422917720E1,1.009709610E1
2.196793243E2,3.053743579E1,1.143563352E2,2.202253428E1,7.714432222E-1,2.001805855E2,1.422966136E1,1.009641376E1
2.206792977E2,3.053742898E1,1.143563325E2,2.211999389E1,7.175780046E-1,2.022961726E2,1.423054333E1,1.009517062E1
2.216792710E2,3.053742201E1,1.143563293E2,2.187856277E1,7.747962741E-1,2.024799151E2,1.423074101E1,1.009489196E1
2.226792443E2,3.053741581E1,1.143563294E2,2.205411072E1,6.533490239E-1,1.977625769E2,1.423059286E1,1.009510080E1
2.236792172E2,3.053740777E1,1.143563278E2,2.189910115E1,7.926427155E-1,1.959052148E2,1.423042447E1,1.009533816E1
2.246791915E2,3.053740218E1,1.143563287E2,2.175582808E1,6.470300211E-1,1.929758778E2,1.423011542E1,1.009577379E1
2.256791650E2,3.053739581E1,1.143563275E2,2.176290246E1,6.827914019E-1,1.921461037E2,1.423045515E1,1.009529491E1
2.266791369E2,3.053738954E1,1.143563265E2,2.098981137E1,6.564188204E-1,1.929793022E2,1.423043709E1,1.009532038E1
2.276791106E2,3.053738170E1,1.143563247E2,2.099667606E1,7.529879634E-1,1.928588451E2,1.423070234E1,1.009494646E1
2.286790844E2,3.053737601E1,1.143563255E2,2.090827986E1,6.929690941E-1,1.897237665E2,1.423093476E1,1.009461882E1
2.296790583E2,3.053736878E1,1.143563233E2,2.072446328E1,7.522374913E-1,1.919362025E2,1.423076269E1,1.009486140E1
2.306790303E2,3.053736104E1,1.143563189E2,2.072850881E1,8.038759117E-1,1.967411406E2,1.423069519E1,1.009495655E1
2.316790048E2,3.053735484E1,1.143563161E2,2.062450547E1,7.525149438E-1,1.971870566E2,1.423042849E1,1.009533251E1
2.326789767E2,3.053734923E1,1.143563106E2,2.094189173E1,7.359705007E-1,2.018674770E2,1.422955350E1,1.009656578E1
2.336789503E2,3.053734566E1,1.143563079E2,2.058592194E1,6.616257679E-1,2.032768908E2,1.422930719E1,1.009691290E1
2.346789231E2,3.053733851E1,1.143563039E2,2.060425839E1,7.460150356E-1,2.034066625E2,1.422848166E1,1.009807620E1
2.356788974E2,3.053732690E1,1.143562997E2,2.002428752E1,1.092144778E0,2.007463477E2,1.422799312E1,1.009876453E1
2.366788696E2,3.053732338E1,1.143562977E2,2.002321421E1,7.694758369E-1,2.010743935E2,1.422750935E1,1.009944607E1
2.376788431E2,3.053731495E1,1.143562960E2,2.033178733E1,7.939550933E-1,1.991609022E2,1.422605120E1,1.010149992E1
2.386788170E2,3.053730973E1,1.143562935E2,2.044396953E1,6.986653514E-1,1.991562752E2,1.422545482E1,1.010233976E1
2.396787906E2,3.053730226E1,1.143562910E2,2.077544710E1,7.268298262E-1,1.988665563E2,1.422465108E1,1.010347144E1
2.406787640E2,3.053729419E1,1.143562911E2,2.099563185E1,7.697127124E-1,1.966486234E2,1.422419054E1,1.010411980E1
2.416787373E2,3.053728654E1,1.143562898E2,2.098763369E1,8.264473899E-1,1.957959660E2,1.422389148E1,1.010454078E1
2.426787101E2,3.053728036E1,1.143562865E2,2.096407907E1,7.675531488E-1,1.966993201E2,1.422425813E1,1.010402464E1
2.436786834E2,3.053727222E1,1.143562844E2,2.120584300E1,7.979783773E-1,1.962464074E2,1.422607637E1,1.010146447E1
2.446786569E2,3.053726630E1,1.143562829E2,2.069914960E1,7.527376856E-1,1.952034065E2,1.422693200E1,1.010025936E1
2.456786308E2,3.053725766E1,1.143562819E2,2.047018796E1,8.215065425E-1,1.941321333E2,1.422724644E1,1.009981644E1
2.466786038E2,3.053725128E1,1.143562809E2,1.997264787E1,7.849067127E-1,1.935739358E2,1.422644987E1,1.010093845E1
2.476785762E2,3.053724399E1,1.143562816E2,1.949782254E1,7.516869576E-1,1.900771106E2,1.422422368E1,1.010407314E1
2.486785498E2,3.053723601E1,1.143562785E2,1.964229298E1,8.528034457E-1,1.919300804E2,1.422481452E1,1.010324132E1
2.496785226E2,3.053723234E1,1.143562779E2,1.902587797E1,6.886649368E-1,1.946550327E2,1.422463156E1,1.010349891E1
2.506784978E2,3.053722462E1,1.143562769E2,1.913544726E1,7.197570799E-1,1.918521759E2,1.422405459E1,1.010431117E1
2.516784699E2,3.053721709E1,1.143562771E2,1.864790065E1,7.973234323E-1,1.903650507E2,1.422363460E1,1.010490238E1
2.526784433E2,3.053721024E1,1.143562751E2,1.869135156E1,8.278677974E-1,1.911889323E2,1.422334094E1,1.010531572E1
2.536784158E2,3.053720485E1,1.143562751E2,1.853058204E1,7.169917917E-1,1.889652611E2,1.422251484E1,1.010647836E1
2.546783894E2,3.053719874E1,1.143562744E2,1.813434983E1,7.591551991E-1,1.894819354E2,1.422456057E1,1.010359886E1
2.556783631E2,3.053719223E1,1.143562751E2,1.754057399E1,8.111068215E-1,1.882208026E2,1.422554298E1,1.010221561E1
2.566783371E2,3.053718566E1,1.143562748E2,1.760214356E1,7.754220604E-1,1.870665072E2,1.422491692E1,1.010309715E1
2.576783099E2,3.053717728E1,1.143562727E2,1.744194365E1,8.544476247E-1,1.879572443E2,1.422580970E1,1.010184001E1
2.586812379E2,3.053717228E1,1.143562686E2,1.740215602E1,7.604040486E-1,1.935207595E2,1.422558615E1,1.010215481E1
2.596812512E2,3.053716728E1,1.143562659E2,1.723716717E1,7.114475236E-1,1.959659364E2,1.422552168E1,1.010224560E1
2.606812257E2,3.053716058E1,1.143562652E2,1.711787920E1,7.780302461E-1,1.932987134E2,1.422533540E1,1.010250791E1
2.616812370E2,3.053715120E1,1.143562641E2,1.715025798E1,8.912072537E-1,1.905887778E2,1.422464566E1,1.010347907E1
2.626812507E2,3.053714415E1,1.143562637E2,1.736361738E1,8.141536913E-1,1.889943174E2,1.422408167E1,1.010427305E1
2.636812255E2,3.053713773E1,1.143562651E2,1.715891080E1,7.262321044E-1,1.841350541E2,1.422345153E1,1.010516006E1
2.646812462E2,3.053713023E1,1.143562668E2,1.754786926E1,7.625978385E-1,1.801139051E2,1.422265422E1,1.010628222E1
2.656812626E2,3.053711788E1,1.143562656E2,1.814020678E1,9.595654506E-1,1.803582070E2,1.422212035E1,1.010703349E1
2.666812398E2,3.053711012E1,1.143562675E2,1.834135790E1,8.218921062E-1,1.766664432E2,1.422223370E1,1.010687399E1
2.676812530E2,3.053709631E1,1.143562694E2,1.835375802E1,1.056605405E0,1.770785148E2,1.422223990E1,1.010686527E1
2.686812607E2,3.053709062E1,1.143562683E2,1.883125030E1,7.624949560E-1,1.784213596E2,1.422236210E1,1.010669331E1
2.696812336E2,3.053708230E1,1.143562661E2,1.929471854E1,7.555996213E-1,1.818729446E2,1.422166849E1,1.010766930E1
2.706812472E2,3.053707554E1,1.143562632E2,1.967037529E1,7.082284718E-1,1.852043890E2,1.422184369E1,1.010742279E1
2.716812624E2,3.053706563E1,1.143562606E2,1.991949206E1,8.215323519E-1,1.861932028E2,1.422188246E1,1.010736823E1
2.726812353E2,3.053705695E1,1.143562585E2,1.951371678E1,8.990213349E-1,1.891220660E2,1.422148937E1,1.010792132E1
2.736812063E2,3.053704730E1,1.143562591E2,1.956143406E1,9.331144014E-1,1.867107733E2,1.421973274E1,1.011039237E1
2.746811770E2,3.053703895E1,1.143562552E2,2.004651162E1,8.769244657E-1,1.905885166E2,1.422189773E1,1.010734674E1
2.756811503E2,3.053702781E1,1.143562544E2,2.021296545E1,9.579098368E-1,1.896244699E2,1.421965210E1,1.011050580E1
2.766811212E2,3.053702116E1,1.143562514E2,1.983390594E1,9.007492488E-1,1.916074998E2,1.421948204E1,1.011074496E1
2.776810924E2,3.053701306E1,1.143562488E2,2.018666432E1,8.779806892E-1,1.910959837E2,1.422038110E1,1.010948043E1
2.786810651E2,3.053700617E1,1.143562463E2,1.999920806E1,7.897889828E-1,1.930671876E2,1.422092829E1,1.010871069E1
2.796810355E2,3.053699676E1,1.143562429E2,2.020163318E1,8.883921000E-1,1.944130728E2,1.422033454E1,1.010954592E1
2.806810082E2,3.053698894E1,1.143562434E2,2.009816337E1,8.216283609E-1,1.890129246E2,1.421796882E1,1.011287279E1
2.816809795E2,3.053698366E1,1.143562415E2,1.995230083E1,7.061862471E-1,1.918044717E2,1.421645798E1,1.011499658E1
2.826809512E2,3.053697498E1,1.143562380E2,2.032621428E1,8.046458627E-1,1.949664049E2,1.421790832E1,1.011295784E1
2.836809233E2,3.053696730E1,1.143562374E2,2.036659338E1,8.049525084E-1,1.947540944E2,1.421569723E1,1.011606572E1
2.846808960E2,3.053696172E1,1.143562345E2,2.053060292E1,6.547428527E-1,1.976165564E2,1.421552476E1,1.011630808E1
2.856808671E2,3.053695410E1,1.143562311E2,2.044581331E1,7.612409821E-1,1.989722119E2,1.421781266E1,1.011309232E1
2.866808394E2,3.053694660E1,1.143562266E2,2.061466081E1,8.295575948E-1,1.999124798E2,1.422004647E1,1.010995112E1
2.876808122E2,3.053694038E1,1.143562242E2,2.066842637E1,8.165666813E-1,1.999153883E2,1.421911928E1,1.011125513E1
2.886807845E2,3.053693496E1,1.143562214E2,2.056587012E1,7.327493420E-1,1.993986228E2,1.422014349E1,1.010981466E1
2.896807562E2,3.053692974E1,1.143562200E2,2.038006780E1,6.686240186E-1,1.994859860E2,1.422087033E1,1.010879223E1
2.906807292E2,3.053692356E1,1.143562191E2,2.016462439E1,6.829459707E-1,1.965745901E2,1.422193829E1,1.010728968E1
2.916807011E2,3.053691485E1,1.143562176E2,2.023355376E1,8.153576401E-1,1.950372471E2,1.422177727E1,1.010751624E1
2.926806749E2,3.053690622E1,1.143562191E2,1.994574712E1,7.711608186E-1,1.898155416E2,1.421958482E1,1.011060042E1
2.936806471E2,3.053689925E1,1.143562191E2,2.003994350E1,7.863785783E-1,1.887223335E2,1.422118895E1,1.010834399E1
2.946806211E2,3.053689022E1,1.143562170E2,2.016943582E1,7.574152140E-1,1.910062058E2,1.422208657E1,1.010708102E1
2.956805933E2,3.053687975E1,1.143562165E2,2.009390040E1,9.044573153E-1,1.899780343E2,1.422450923E1,1.010367113E1
2.966805660E2,3.053687031E1,1.143562149E2,1.980314534E1,9.673805250E-1,1.903942036E2,1.422476723E1,1.010330790E1
2.976805382E2,3.053686261E1,1.143562143E2,1.992616142E1,8.736720546E-1,1.903779694E2,1.422539164E1,1.010242872E1
2.986805103E2,3.053685672E1,1.143562109E2,1.999116976E1,7.482715884E-1,1.929440419E2,1.422742560E1,1.009956406E1
2.996804845E2,3.053685011E1,1.143562087E2,1.991611894E1,7.601972419E-1,1.940707379E2,1.422884479E1,1.009756452E1
3.006804575E2,3.053684244E1,1.143562071E2,2.021929339E1,7.182224174E-1,1.932992790E2,1.422818742E1,1.009849078E1
3.016804304E2,3.053683401E1,1.143562045E2,2.012899549E1,8.311573717E-1,1.933821226E2,1.422964869E1,1.009643161E1
3.026804022E2,3.053682716E1,1.143562024E2,2.020896376E1,8.061645157E-1,1.937984793E2,1.423013245E1,1.009574978E1
3.036803749E2,3.053682031E1,1.143562031E2,2.011296008E1,7.933547370E-1,1.891707210E2,1.423077681E1,1.009484149E1
3.046803478E2,3.053681206E1,1.143562009E2,2.015070700E1,8.209524673E-1,1.905881498E2,1.423113764E1,1.009433280E1
3.056803215E2,3.053680667E1,1.143561993E2,1.999497218E1,7.384581905E-1,1.908837239E2,1.423122193E1,1.009421397E1
3.066802938E2,3.053679921E1,1.143561989E2,1.972243702E1,8.033612889E-1,1.895388798E2,1.422995139E1,1.009600499E1
3.076802670E2,3.053679070E1,1.143561988E2,1.986047929E1,8.350370668E-1,1.877378408E2,1.422978493E1,1.009623960E1
3.086802411E2,3.053678548E1,1.143561976E2,1.994277985E1,7.022197450E-1,1.887817158E2,1.423166475E1,1.009358964E1
3.096802131E2,3.053677626E1,1.143561966E2,2.006858861E1,8.532090748E-1,1.873633793E2,1.423158951E1,1.009369573E1
3.106801865E2,3.053677083E1,1.143561955E2,1.961575542E1,7.242277105E-1,1.876683009E2,1.423207434E1,1.009301211E1
3.116801602E2,3.053676197E1,1.143561947E2,2.009537113E1,7.975697458E-1,1.875351023E2,1.423068519E1,1.009497064E1
3.126801329E2,3.053675630E1,1.143561915E2,2.013870725E1,7.437166947E-1,1.913019548E2,1.423199443E1,1.009312478E1
3.136801059E2,3.053674811E1,1.143561911E2,2.022611370E1,8.172000909E-1,1.901912232E2,1.423059692E1,1.009509507E1
3.146800789E2,3.053674029E1,1.143561907E2,2.032727930E1,8.249692878E-1,1.895707502E2,1.423212400E1,1.009294208E1
3.156800520E2,3.053673258E1,1.143561891E2,2.017982521E1,8.170827016E-1,1.901832822E2,1.423165683E1,1.009360080E1
3.166800257E2,3.053672524E1,1.143561885E2,2.036342783E1,7.936341127E-1,1.899948340E2,1.423236409E1,1.009260351E1
3.176799982E2,3.053671769E1,1.143561871E2,2.008175905E1,8.082179976E-1,1.915101359E2,1.423308458E1,1.009158742E1
3.186799725E2,3.053671092E1,1.143561841E2,2.001331001E1,7.849560979E-1,1.956402132E2,1.423132232E1,1.009407244E1
3.196799457E2,3.053670403E1,1.143561805E2,2.014128057E1,8.122757395E-1,1.954726233E2,1.423211385E1,1.009295639E1
3.206799173E2,3.053669755E1,1.143561787E2,2.001326771E1,7.734795613E-1,1.943829869E2,1.423421564E1,1.008999199E1
3.216798906E2,3.053668975E1,1.143561779E2,1.989657535E1,8.028270530E-1,1.926247369E2,1.423275786E1,1.009204821E1
3.226798638E2,3.053668177E1,1.143561747E2,1.982180455E1,8.591376373E-1,1.943871639E2,1.423237158E1,1.009259295E1
3.236798368E2,3.053667464E1,1.143561739E2,1.956962149E1,8.116197545E-1,1.943726391E2,1.423231800E1,1.009266850E1
3.246798105E2,3.053666778E1,1.143561722E2,1.953529276E1,7.757782735E-1,1.941402068E2,1.423350690E1,1.009099175E1
3.256797833E2,3.053665970E1,1.143561703E2,1.915396118E1,8.369420032E-1,1.946873794E2,1.423376828E1,1.009062307E1
3.266797571E2,3.053665286E1,1.143561676E2,1.898818042E1,8.413344307E-1,1.945038848E2,1.423267882E1,1.009215967E1
3.276797296E2,3.053664559E1,1.143561648E2,1.895164688E1,8.606278975E-1,1.943475184E2,1.423073141E1,1.009490549E1
3.286797037E2,3.053663769E1,1.143561611E2,1.913271981E1,8.598208976E-1,1.956923708E2,1.423098382E1,1.009454967E1
3.296796757E2,3.053663034E1,1.143561587E2,1.922793203E1,8.584892464E-1,1.951771290E2,1.423148480E1,1.009384335E1
3.306796494E2,3.053662330E1,1.143561554E2,1.939558358E1,8.277755564E-1,1.950049647E2,1.423233259E1,1.009264793E1
3.316796227E2,3.053661623E1,1.143561528E2,1.920813462E1,8.350922581E-1,1.951858345E2,1.423344649E1,1.009107696E1
3.326795955E2,3.053660769E1,1.143561506E2,1.910352402E1,9.041893679E-1,1.940518511E2,1.423345195E1,1.009106927E1
3.336795692E2,3.053660023E1,1.143561485E2,1.900327347E1,8.995335584E-1,1.932243661E2,1.423287169E1,1.009188767E1
3.346795422E2,3.053659409E1,1.143561456E2,1.869180026E1,8.246901713E-1,1.941350079E2,1.423284352E1,1.009192739E1
3.356795151E2,3.053658569E1,1.143561444E2,1.855498978E1,8.241139228E-1,1.934712356E2,1.423259412E1,1.009227912E1
3.366794893E2,3.053657784E1,1.143561414E2,1.824347276E1,9.087236609E-1,1.939120559E2,1.423161250E1,1.009366331E1
3.376794629E2,3.053657260E1,1.143561398E2,1.827154215E1,7.428476690E-1,1.931982966E2,1.423331408E1,1.009126373E1
3.386794355E2,3.053656722E1,1.143561369E2,1.866170094E1,6.988326063E-1,1.940923416E2,1.423359766E1,1.009086374E1
3.396794084E2,3.053656017E1,1.143561329E2,1.861478917E1,7.475877225E-1,1.971715094E2,1.423347976E1,1.009103003E1
3.406793817E2,3.053655315E1,1.143561318E2,1.842339560E1,7.908007083E-1,1.943825623E2,1.423403364E1,1.009024873E1
3.416793547E2,3.053654575E1,1.143561304E2,1.845453572E1,7.562358187E-1,1.945630349E2,1.423401259E1,1.009027843E1
3.426793283E2,3.053653664E1,1.143561283E2,1.853457002E1,8.555696128E-1,1.935452469E2,1.423409425E1,1.009016324E1
3.436793010E2,3.053652762E1,1.143561251E2,1.840467909E1,9.321885857E-1,1.938454653E2,1.423387058E1,1.009047876E1
3.446792744E2,3.053652398E1,1.143561238E2,1.833360154E1,6.957129881E-1,1.935457452E2,1.423391453E1,1.009041677E1
3.456792477E2,3.053651922E1,1.143561223E2,1.859818264E1,6.042934642E-1,1.930552089E2,1.423419760E1,1.009001744E1
3.466792204E2,3.053651159E1,1.143561208E2,1.874952445E1,6.897508310E-1,1.927009051E2,1.423407743E1,1.009018696E1
3.476791940E2,3.053650369E1,1.143561184E2,1.874860048E1,7.128292675E-1,1.941304565E2,1.423392712E1,1.009039900E1
3.486791677E2,3.053649627E1,1.143561171E2,1.893874408E1,7.278955104E-1,1.929291285E2,1.423382339E1,1.009054533E1
3.496791416E2,3.053649037E1,1.143561156E2,1.900717760E1,6.626831953E-1,1.928452708E2,1.423295802E1,1.009176591E1
3.506791142E2,3.053648265E1,1.143561141E2,1.870997525E1,7.714937223E-1,1.919105443E2,1.423342064E1,1.009111343E1
3.516790880E2,3.053647520E1,1.143561135E2,1.858133352E1,7.682396227E-1,1.901767337E2,1.423232526E1,1.009265827E1
3.526790605E2,3.053646905E1,1.143561118E2,1.848527980E1,7.010291172E-1,1.906784814E2,1.423278319E1,1.009201249E1
3.536790339E2,3.053646330E1,1.143561092E2,1.842639420E1,6.258918401E-1,1.927852278E2,1.423309455E1,1.009157335E1
3.546790075E2,3.053645614E1,1.143561068E2,1.874939228E1,6.571287392E-1,1.939931404E2,1.423313671E1,1.009151389E1
3.556789808E2,3.053644789E1,1.143561066E2,1.897386028E1,7.490773008E-1,1.916951260E2,1.423221216E1,1.009281776E1
3.566789533E2,3.053644141E1,1.143561046E2,1.864929681E1,7.433889252E-1,1.931957042E2,1.423289395E1,1.009185628E1
3.576789269E2,3.053643259E1,1.143561028E2,1.853172467E1,8.499054478E-1,1.925910489E2,1.423160841E1,1.009366908E1
3.586788999E2,3.053642594E1,1.143561031E2,1.842004165E1,8.267721277E-1,1.900302418E2,1.422975882E1,1.009627640E1
3.596788729E2,3.053641973E1,1.143561015E2,1.854761122E1,6.976095970E-1,1.915410582E2,1.423054155E1,1.009517312E1
3.606788459E2,3.053641165E1,1.143560991E2,1.902533608E1,7.499921101E-1,1.921661748E2,1.423084965E1,1.009473880E1
3.616788198E2,3.053640292E1,1.143560978E2,1.890670833E1,7.927326563E-1,1.917708235E2,1.423112716E1,1.009434758E1
3.626787932E2,3.053639592E1,1.143560969E2,1.888209230E1,7.363136135E-1,1.907166989E2,1.423033908E1,1.009545853E1
3.636787673E2,3.053638703E1,1.143560955E2,1.904439343E1,8.157098597E-1,1.903740331E2,1.422901843E1,1.009731984E1
3.646787404E2,3.053637872E1,1.143560921E2,1.894296264E1,8.336245150E-1,1.952824448E2,1.422900906E1,1.009733304E1
3.656787136E2,3.053637403E1,1.143560923E2,1.913560511E1,6.170862036E-1,1.916887947E2,1.423042725E1,1.009533425E1
3.666786865E2,3.053636583E1,1.143560889E2,1.905056227E1,6.889684591E-1,1.943644282E2,1.422974556E1,1.009629510E1
3.676786598E2,3.053635680E1,1.143560843E2,1.935109029E1,8.396041558E-1,1.964959106E2,1.423034025E1,1.009545688E1
3.686786333E2,3.053635066E1,1.143560802E2,1.965422556E1,7.746385320E-1,2.024090457E2,1.422863306E1,1.009786287E1
3.696786065E2,3.053634436E1,1.143560745E2,1.959550432E1,7.527043560E-1,2.071619990E2,1.422974306E1,1.009629862E1
3.706785790E2,3.053633951E1,1.143560688E2,1.942547780E1,7.228603561E-1,2.138061575E2,1.422902609E1,1.009730904E1
3.716785530E2,3.053633362E1,1.143560644E2,1.947718992E1,7.130505032E-1,2.157746417E2,1.422945510E1,1.009670446E1
3.726785257E2,3.053632524E1,1.143560622E2,1.960418213E1,7.396119468E-1,2.099534257E2,1.423074671E1,1.009488392E1
3.736784984E2,3.053631710E1,1.143560598E2,1.967328533E1,7.669522011E-1,2.063092255E2,1.423080281E1,1.009480483E1
3.746784720E2,3.053630982E1,1.143560586E2,1.956388113E1,8.005499658E-1,2.028036301E2,1.422908999E1,1.009721899E1
3.756784450E2,3.053630037E1,1.143560558E2,1.980267116E1,8.530884178E-1,2.008828176E2,1.422985851E1,1.009613590E1
3.766784189E2,3.053629027E1,1.143560512E2,1.991337279E1,9.613223805E-1,2.016161427E2,1.422764676E1,1.009925249E1
3.776783917E2,3.053628434E1,1.143560467E2,1.975886473E1,8.266291525E-1,2.041302492E2,1.422702968E1,1.010012178E1
3.786783650E2,3.053628102E1,1.143560434E2,1.973589529E1,6.672666711E-1,2.066266491E2,1.422604695E1,1.010150590E1
3.796783384E2,3.053627380E1,1.143560419E2,1.986716360E1,6.868485373E-1,2.032979633E2,1.422522343E1,1.010266557E1
3.806783117E2,3.053626720E1,1.143560368E2,2.024475720E1,7.241380164E-1,2.056194246E2,1.422533586E1,1.010250726E1
3.816782849E2,3.053626173E1,1.143560321E2,2.032084390E1,7.025500518E-1,2.083689877E2,1.422514952E1,1.010276964E1
3.826782585E2,3.053625624E1,1.143560250E2,2.028841734E1,7.488491275E-1,2.122303894E2,1.422473950E1,1.010334695E1
3.836782321E2,3.053625256E1,1.143560199E2,2.017931418E1,6.296940939E-1,2.141397415E2,1.422448433E1,1.010370620E1
3.846809564E2,3.053624995E1,1.143560206E2,2.018959571E1,2.656301552E-1,2.100904661E2,1.422487395E1,1.010315764E1
3.856809760E2,3.053624976E1,1.143560324E2,2.001012647E1,2.161113940E-1,2.100904693E2,1.422616394E1,1.010134114E1
3.866809598E2,3.053624777E1,1.143560414E2,1.950212725E1,2.101508247E-1,2.100904715E2,1.422844561E1,1.009812699E1
3.876809785E2,3.053624850E1,1.143560521E2,1.912270829E1,1.296167811E-1,2.100904744E2,1.422995800E1,1.009599568E1
3.886809974E2,3.053625420E1,1.143560646E2,1.893230337E1,1.084931631E-1,2.100904788E2,1.422999862E1,1.009593841E1
3.896809819E2,3.053625493E1,1.143560745E2,1.856067208E1,1.054499786E-1,2.100904816E2,1.423044784E1,1.009530522E1
3.906809978E2,3.053625856E1,1.143560829E2,1.863513552E1,8.920182095E-2,2.100904844E2,1.423167036E1,1.009358173E1
3.916810141E2,3.053626348E1,1.143560905E2,1.863420197E1,7.957497581E-2,2.100904873E2,1.423267530E1,1.009216464E1
3.926809998E2,3.053626878E1,1.143560951E2,1.844792692E1,6.092689534E-2,2.100904894E2,1.423331749E1,1.009125891E1
3.936810160E2,3.053627549E1,1.143560966E2,1.831321333E1,5.525731505E-2,2.100904908E2,1.423355077E1,1.009092988E1
3.946810362E2,3.053628377E1,1.143560983E2,1.829174927E1,6.122255314E-2,2.100904926E2,1.423472618E1,1.008927172E1
3.956810219E2,3.053629221E1,1.143560982E2,1.860904884E1,6.490096600E-2,2.100904939E2,1.423631149E1,1.008703467E1
3.966810406E2,3.053630020E1,1.143560991E2,1.819043619E1,7.530078825E-2,2.100904954E2,1.423463585E1,1.008939916E1
3.976810566E2,3.053630574E1,1.143560994E2,1.798251675E1,2.282614956E-2,2.100904964E2,1.423553288E1,1.008813348E1
3.986810380E2,3.053631509E1,1.143560970E2,1.783573454E1,6.376290935E-2,2.100904972E2,1.423472278E1,1.008927652E1
3.996810201E2,3.053632224E1,1.143560972E2,1.747404462E1,9.149203652E-2,2.100904984E2,1.423482164E1,1.008913704E1
4.006810017E2,3.053633515E1,1.143560995E2,1.737759076E1,9.891033865E-2,2.100905011E2,1.423488365E1,1.008904955E1
4.016809829E2,3.053634318E1,1.143561021E2,1.742810782E1,7.915328626E-2,2.100905031E2,1.423330803E1,1.009127225E1
4.026809623E2,3.053635366E1,1.143561013E2,1.764932598E1,8.618947651E-2,2.100905046E2,1.423417302E1,1.009005212E1
4.036809442E2,3.053636092E1,1.143561007E2,1.775740675E1,7.857704938E-2,2.100905056E2,1.423458912E1,1.008946509E1
4.046809226E2,3.053636898E1,1.143561021E2,1.795526148E1,8.408191215E-2,2.100905072E2,1.423457280E1,1.008948812E1
4.056809027E2,3.053637885E1,1.143561038E2,1.778751721E1,8.208232019E-2,2.100905092E2,1.423446845E1,1.008963533E1
4.066808815E2,3.053638772E1,1.143561044E2,1.822772480E1,7.465888070E-2,2.100905108E2,1.423468087E1,1.008933565E1
4.076808602E2,3.053639644E1,1.143561056E2,1.850294668E1,8.513087557E-2,2.100905125E2,1.423433156E1,1.008982846E1
4.086808385E2,3.053640397E1,1.143561072E2,1.819159700E1,7.725675802E-2,2.100905142E2,1.423493935E1,1.008897096E1
4.096808167E2,3.053641252E1,1.143561079E2,1.793933429E1,7.663876134E-2,2.100905157E2,1.423484054E1,1.008911037E1
4.106807948E2,3.053641843E1,1.143561085E2,1.789049541E1,6.145885190E-2,2.100905168E2,1.423480115E1,1.008916595E1
4.116807731E2,3.053642508E1,1.143561103E2,1.763726611E1,7.055001043E-2,2.100905184E2,1.423461705E1,1.008942569E1
4.126807499E2,3.053643300E1,1.143561129E2,1.784503637E1,7.024781777E-2,2.100905203E2,1.423503091E1,1.008884177E1
4.136807280E2,3.053643943E1,1.143561140E2,1.783666340E1,6.236075841E-2,2.100905216E2,1.423488748E1,1.008904414E1
4.146807054E2,3.053644557E1,1.143561149E2,1.786425627E1,7.032999052E-2,2.100905229E2,1.423551096E1,1.008816440E1
4.156806817E2,3.053645457E1,1.143561177E2,1.787434844E1,8.888554430E-2,2.100905251E2,1.423577861E1,1.008778671E1
4.166806588E2,3.053646224E1,1.143561203E2,1.796192719E1,7.473698435E-2,2.100905270E2,1.423558968E1,1.008805332E1
4.176806355E2,3.053646794E1,1.143561227E2,1.802862335E1,6.241979042E-2,2.100905286E2,1.423554981E1,1.008810958E1
4.186806122E2,3.053647347E1,1.143561265E2,1.768448829E1,8.097616120E-2,2.100905305E2,1.423525481E1,1.008852585E1
